"precio","metros_cuadrados_construidos","habitaciones","banos","planta","latitud","longitud","ascensor","obra_nueva","piscina","terraza","parking","parking_incluido_en_el_precio","aire_acondicionado","trastero","jardin","planta_was_nan"
650,40,1,1,2,40.2279129,-3.4394127,1,0,1,0,1,0,0,1,1,0
1005,55,1,1,2,40.2410669,-3.6949689,1,0,0,0,1,1,0,0,0,0
1500,70,1,1,3,40.4745576,-3.7047498,1,0,0,0,1,1,1,0,0,0
1100,40,1,1,1,40.4298157,-3.7158663,1,0,0,0,0,0,0,0,0,0
1300,50,1,1,2,40.4376705,-3.6403334,1,0,0,0,1,1,1,0,0,0
875,55,1,1,1,40.4770686,-3.5759136,1,0,0,0,0,0,1,1,0,0
1200,50,1,1,2,40.4211055,-3.7024191,1,0,0,0,1,0,1,1,1,0
1200,60,1,1,0,40.4485733,-3.7000361,1,0,0,0,1,1,0,0,0,0
1290,53,1,1,1,40.4581784,-3.7075892,1,0,1,0,0,0,0,1,0,0
1500,60,1,1,6,40.4371844,-3.6608614,1,0,0,0,1,1,1,0,0,0
1500,71,1,1,10,40.4684614,-3.6697593,1,0,1,0,1,1,1,0,1,0
1200,55,1,1,2,40.4318944,-3.8046023,1,0,1,1,1,0,0,0,1,0
1330,79,1,1,2,40.4340707,-3.8168586,1,0,1,1,1,1,0,0,1,0
1250,45,1,1,2,40.4226769,-3.6994411,0,0,0,0,0,0,1,0,0,0
1300,50,1,1,1,40.4662338,-3.6919769,1,0,0,0,1,0,1,0,0,0
930,57,1,1,1,40.3682624,-3.7638259,1,0,0,1,1,1,0,1,0,0
1200,54,1,1,2,40.4456807,-3.7028866,1,0,0,0,0,0,1,0,0,0
1295,60,1,1,2,40.4072333,-3.7815908,1,0,0,1,1,1,1,0,0,0
1300,65,1,1,3,40.4089837,-3.7151543,1,0,0,0,1,0,1,0,0,0
1300,70,1,1,1,40.4312852,-3.7328166,1,0,0,0,0,0,1,0,0,0
1200,45,1,1,4,40.4195414,-3.7109529,1,0,0,0,0,0,1,0,0,0
1300,50,1,1,2,40.4260489,-3.7040002,1,0,0,0,0,0,1,0,0,0
1395,60,1,1,7,40.4647763,-3.6931008,1,0,0,0,0,0,1,0,0,0
950,44,1,1,1,40.4054709,-3.7341751,0,0,0,0,0,0,1,0,0,0
1000,58,1,1,1,40.4565223,-3.784666,0,0,0,1,0,0,1,0,0,0
1395,60,1,1,7,40.4647763,-3.6931008,1,0,0,0,0,0,1,0,0,0
1500,74,1,1,2,40.415769,-3.7011055,1,0,0,0,0,0,1,0,0,0
1300,65,1,1,2,40.4635173,-3.6636207,1,0,1,1,1,0,1,0,1,0
1350,35,1,1,1,40.4461379,-3.6730238,1,0,0,0,0,0,1,0,0,0
1400,50,1,1,2,40.4342068,-3.801922,1,0,1,1,1,0,1,0,1,0
1400,45,1,1,2,40.4173942,-3.6786144,1,0,0,0,0,0,1,0,0,0
1300,75,1,1,4,40.414863,-3.7070563,1,0,0,0,0,0,0,0,0,0
1350,79,1,1,2,40.4179051,-3.7073821,1,0,0,0,0,0,1,0,0,0
1400,76,1,1,3,40.5079006,-3.6722945,1,0,1,0,1,1,1,1,1,0
1350,43,1,1,3,40.4358947,-3.7109975,0,0,0,0,0,0,1,0,0,0
1500,69,1,1,6,40.4400222,-3.6993719,1,0,0,0,0,0,1,0,0,0
950,55,1,1,1,40.4379255,-3.639533,0,0,0,1,0,0,1,0,0,0
1165,40,1,1,1,40.4461888,-3.7026481,1,0,0,0,0,0,1,0,0,0
1045,44,1,1,2,40.3969931,-3.6632636,1,0,0,1,0,0,0,0,0,0
995,58,1,1,1,40.4920484,-3.6899488,1,0,0,0,0,0,0,0,0,0
1015,34,1,1,3,40.4009725,-3.6941241,1,0,0,0,0,0,0,0,0,0
950,61,1,1,2,40.4067541,-3.5626633,1,1,1,1,1,1,1,1,0,0
1400,72,1,1,2,40.4242767,-3.7141063,1,0,0,0,0,0,1,0,0,0
1150,35,1,1,4,40.4195283,-3.7039225,0,0,0,0,0,0,1,0,0,0
950,55,1,1,3,40.4604697,-3.7059817,1,0,0,0,0,0,0,0,0,0
695,44,1,1,2,40.4391773,-3.6438609,0,0,0,0,0,0,0,0,0,0
1300,60,1,1,3,40.4071409,-3.6704044,1,0,0,1,0,0,1,0,0,0
1015,45,1,1,1,40.4730045,-3.5777902,0,0,0,0,0,0,1,0,0,0
830,50,1,1,2,40.3818864,-3.7393444,0,0,0,1,0,0,0,0,0,0
1015,40,1,1,2,40.4686773,-3.6986605,0,0,0,1,0,0,0,0,0,0
1015,45,1,1,4,40.4094825,-3.6981996,1,0,0,0,0,0,1,0,0,0
1300,45,1,1,2,40.4151182,-3.6984011,1,0,0,0,0,0,1,0,0,0
1100,30,1,1,2,40.4500946,-3.7001337,1,0,0,0,0,0,0,0,0,0
1100,42,1,1,5,40.4301543,-3.7018497,1,0,0,0,0,0,1,0,0,0
1300,33,1,1,1,40.4230081,-3.7058659,0,0,0,0,0,0,0,0,0,0
1484,46,1,1,1,40.4485498,-3.7044049,0,0,0,0,0,0,1,0,0,0
795,60,1,1,3,40.4083986,-3.7084023,0,0,0,0,1,1,0,0,0,0
820,59,1,1,1,40.6742052,-4.0878431,0,0,0,0,0,0,0,0,0,0
990,38,1,1,1,40.4159862,-3.6985506,0,0,0,0,0,0,0,0,0,0
1450,38,1,1,3,40.4040248,-3.6797658,1,0,0,0,0,0,1,0,0,0
1500,40,1,1,2,40.4321622,-3.7111961,1,0,0,0,0,0,1,0,0,0
1180,34,1,1,3,40.4094185,-3.6988371,0,0,0,0,0,0,0,0,0,0
1450,60,1,1,3,40.4369374,-3.7035146,0,0,0,0,0,0,0,0,0,0
1200,55,1,1,16,40.485624,-3.6666503,1,0,1,0,1,1,1,0,1,0
1115,58,1,1,6,40.3634452,-3.6008014,1,0,0,0,1,1,0,0,0,0
1150,50,1,1,4,40.454847,-3.6923463,1,0,0,0,0,0,1,0,0,0
975,50,1,1,2,40.434516,-3.9987976,1,0,1,0,1,1,0,1,0,0
1200,50,1,1,4,40.4134309,-3.7081959,1,0,0,0,0,0,1,0,0,0
1345,61,1,1,2,40.3867089,-3.6895092,1,0,1,0,1,1,0,0,1,0
1300,45,1,1,4,40.4084122,-3.705237,0,0,0,0,0,0,1,0,0,0
1200,45,1,1,4,40.4134428,-3.7082177,1,0,0,0,0,0,1,0,0,0
1005,60,1,1,7,40.3644914,-3.7626793,1,0,0,1,1,1,0,1,0,0
1450,45,1,1,2,40.4250579,-3.7001807,1,0,0,0,0,0,1,0,0,0
1200,62,1,1,2,40.4269141,-3.7145419,1,0,0,0,0,0,1,0,0,0
1490,44,1,1,2,40.4586774,-3.7083471,1,0,0,0,0,0,1,0,0,0
1500,62,1,1,2,40.4112965,-3.7167755,1,0,0,0,1,1,0,0,0,0
1250,68,1,1,2,40.5465728,-3.6144562,1,0,1,0,1,1,1,0,1,0
1200,53,1,1,1,40.4328637,-3.6786255,0,0,0,0,0,0,0,0,0,0
1380,57,1,1,2,40.4464255,-3.6722622,1,0,0,1,0,0,1,0,0,0
1200,38,1,1,1,40.3864276,-3.6868734,0,0,0,0,0,0,1,0,0,0
1150,45,1,1,4,40.4023045,-3.6925842,1,0,0,0,0,0,1,0,0,0
1390,48,1,1,5,40.4235181,-3.6755813,1,0,0,0,0,0,1,0,0,0
1450,30,1,1,3,40.4322188,-3.6641763,1,0,0,0,0,0,1,0,0,0
1265,81,1,1,2,40.6263762,-3.5814531,1,0,0,1,1,1,1,0,1,0
1450,35,1,1,3,40.4068705,-3.7005407,0,0,0,0,0,0,1,0,0,0
900,75,1,1,1,40.5459235,-3.6164963,1,0,1,0,1,1,1,0,1,0
1000,48,1,1,1,40.4319881,-3.6721294,1,0,0,0,0,0,0,0,0,0
1000,40,1,1,5,40.418945,-3.7021051,1,0,0,0,0,0,1,0,0,0
1500,60,1,1,2,40.4286995,-3.7004971,1,0,0,1,1,0,1,0,0,0
900,42,1,1,1,40.4504976,-3.7051556,0,0,0,0,0,0,1,0,0,0
900,35,1,1,2,40.4267871,-3.7077793,0,0,0,0,0,0,0,0,0,0
1300,50,1,1,1,40.4662338,-3.6919769,1,0,0,0,1,0,1,0,1,0
1050,45,1,1,2,40.4361949,-3.6691734,1,0,0,0,0,0,0,0,0,0
1200,40,1,1,4,40.4326627,-3.7164201,1,0,0,0,0,0,1,0,0,0
1430,94,1,1,2,40.6263762,-3.5814531,1,0,0,1,1,1,1,0,1,0
1490,58,1,1,2,40.4061495,-3.6967197,0,0,0,0,0,0,0,0,0,0
1298,40,1,1,4,40.432226,-3.6742359,1,0,1,0,0,0,0,0,0,0
950,76,1,1,3,40.1905061,-3.6730239,1,0,0,0,1,1,0,0,0,0
1000,55,1,1,5,40.3734451,-3.7285016,1,0,1,0,0,0,1,0,1,0
1100,63,1,1,1,40.6592333,-3.7681337,0,0,0,1,1,1,0,1,0,0
1100,56,1,1,2,40.4319795,-3.7176833,0,0,0,1,0,0,1,0,0,0
1125,50,1,1,1,40.4426396,-3.6996206,1,0,0,0,0,0,0,0,0,0
1200,51,1,1,1,40.4089696,-3.7016911,1,0,0,0,0,0,1,0,0,0
1430,94,1,1,2,40.6263762,-3.5814531,1,0,0,1,1,1,1,0,1,0
1190,55,1,1,2,40.4261414,-3.7036657,0,0,0,0,0,0,1,0,0,0
999,50,1,1,2,40.4673671,-3.6829384,1,0,1,0,0,0,0,0,1,0
1300,50,1,1,2,40.4341938,-3.6848468,1,0,0,0,0,0,1,0,0,0
1300,50,1,1,3,40.4355332,-3.7035295,0,0,0,0,0,0,1,0,0,0
1200,32,1,1,4,40.4406497,-3.7085667,1,0,0,0,0,0,0,0,0,0
950,45,1,1,2,40.3625645,-3.5904822,1,0,0,0,1,1,1,1,0,0
1300,68,1,1,3,40.4118213,-3.7073441,1,0,0,0,0,0,0,0,0,0
1495,45,1,1,2,40.4575345,-3.7064555,1,0,0,0,0,0,1,0,0,0
850,40,1,1,7,40.4285207,-3.6313285,1,0,0,0,0,0,1,0,0,0
950,54,1,1,1,40.3879634,-3.7401966,0,0,0,0,0,0,1,0,0,0
690,50,1,1,2,40.4941937,-3.8729821,1,0,0,0,0,0,0,1,0,0
1090,45,1,1,1,40.4299082,-3.7001262,0,0,0,0,0,0,0,0,0,0
1250,62,1,1,4,40.4633384,-3.5810752,1,0,1,0,1,1,1,1,1,0
1400,36,1,1,6,40.408171,-3.6807105,1,0,0,0,0,0,1,0,0,0
1250,40,1,1,0,40.4098183,-3.7127619,0,0,0,1,0,0,1,0,1,0
1100,55,1,1,1,40.4918275,-3.8781234,1,0,0,0,1,1,0,1,0,0
1385,60,1,1,4,40.5035514,-3.7030255,1,0,1,0,1,1,1,0,1,0
1100,40,1,1,6,40.4108629,-3.7086064,1,0,0,0,0,0,1,0,0,0
1100,39,1,1,3,40.4311424,-3.7006041,1,0,0,0,0,0,0,0,0,0
1300,42,1,1,1,40.5050676,-3.7027968,1,0,1,0,1,1,1,1,1,0
1050,77,1,1,1,40.3100754,-3.8083326,1,0,0,1,1,1,1,1,0,0
1485,62,1,1,5,40.4012084,-3.7196247,1,0,1,1,1,1,1,1,0,0
1250,60,1,1,2,40.4459655,-3.6707845,1,0,0,0,0,0,0,0,0,0
1249,40,1,1,1,40.5268775,-3.6615628,1,0,1,1,1,0,1,0,1,0
1160,63,1,1,1,40.5505223,-3.6120865,1,0,1,1,1,1,1,0,1,0
1200,44,1,1,1,40.4091855,-3.7065832,1,0,0,0,0,0,1,1,0,0
1100,57,1,1,4,40.440643,-3.6274512,1,0,1,0,1,1,1,0,1,0
1400,55,1,1,2,40.4196952,-3.7024371,1,0,0,0,0,0,1,0,0,0
1350,55,1,1,2,40.4211108,-3.7008775,1,0,0,0,0,0,1,0,0,0
1163,45,1,1,6,40.436859,-3.6858887,1,0,0,0,0,0,1,0,0,0
900,25,1,1,2,40.4081739,-3.7032579,0,0,0,0,0,0,0,0,0,0
1100,43,1,1,4,40.4250833,-3.702094,1,0,0,0,0,0,0,0,0,0
1000,60,1,1,1,40.5402557,-3.6125595,1,0,1,0,1,1,1,0,1,0
1000,33,1,1,3,40.4264329,-3.7045766,1,0,0,0,0,0,0,0,0,0
1500,71,1,1,7,40.4072532,-3.6983108,1,0,0,1,0,0,1,0,0,0
1000,38,1,1,2,40.476722,-3.7156927,1,0,0,0,0,0,1,0,0,0
1300,34,1,1,1,40.407239,-3.6917036,1,0,0,0,0,0,0,0,0,0
1300,35,1,1,4,40.414609,-3.7016898,1,0,0,0,0,0,1,0,0,0
1400,45,1,1,3,40.4370259,-3.67532,1,0,0,0,0,0,1,0,0,0
1100,43,1,1,4,40.4250833,-3.702094,1,0,0,0,0,0,0,0,0,0
1000,60,1,1,1,40.5402557,-3.6125595,1,0,1,0,1,1,1,0,1,0
1500,71,1,1,7,40.4072532,-3.6983108,1,0,0,1,0,0,1,0,0,0
900,25,1,1,2,40.4081739,-3.7032579,0,0,0,0,0,0,0,0,0,0
995,50,1,1,1,40.3988277,-3.7039778,1,0,0,0,0,0,0,0,0,0
1500,50,1,1,6,40.4304457,-3.6861546,1,0,0,0,0,0,1,0,0,0
1039,49,1,1,1,40.4458828,-3.5922487,1,0,1,0,1,1,1,1,0,0
1450,42,1,1,1,40.4385686,-3.7882681,0,0,0,1,1,1,1,1,1,0
950,30,1,1,1,40.4497167,-3.7059462,1,0,0,0,0,0,1,0,0,0
1500,56,1,1,6,40.4350554,-3.6854422,1,0,0,0,0,0,1,0,0,0
1200,47,1,1,2,40.4346138,-3.6803909,1,0,0,0,0,0,1,0,0,0
1195,40,1,1,2,40.4325751,-3.6689454,0,0,0,0,0,0,1,0,0,0
1250,59,1,1,2,40.4152641,-3.7015255,1,0,0,0,0,0,1,0,0,0
1390,42,1,1,5,40.4345791,-3.7035126,1,0,1,0,0,0,1,0,0,0
1300,65,1,1,1,40.4020353,-3.6972959,1,0,0,0,0,0,1,0,0,0
1500,55,1,1,4,40.4428405,-3.6807252,1,0,0,1,0,0,1,0,0,0
950,61,1,1,3,40.4790234,-3.3629657,1,0,0,0,0,0,1,0,0,0
990,41,1,1,4,40.4124412,-3.7106308,1,0,0,0,0,0,0,0,0,0
1150,55,1,1,3,40.4036464,-3.669088,1,0,1,0,1,1,0,0,0,0
1500,48,1,1,1,40.4594244,-3.6801209,1,0,0,1,1,1,1,0,0,0
1200,65,1,1,1,40.4690012,-3.6869379,1,0,0,0,0,0,1,0,0,0
1350,64,1,1,5,40.4168442,-3.709822,1,0,0,0,0,0,0,0,0,0
1100,57,1,1,4,40.4997689,-3.657197,1,0,1,0,1,1,1,1,1,0
1200,41,1,1,2,40.4345187,-3.7033218,1,0,0,0,0,0,1,0,0,0
1090,50,1,1,2,40.3751316,-3.7307803,1,0,1,0,1,1,1,0,1,0
1450,41,1,1,3,40.4264868,-3.6803215,1,0,0,0,0,0,1,0,0,0
850,45,1,1,2,40.4131999,-3.6980524,0,0,0,0,0,0,0,0,0,0
1100,45,1,1,2,40.4119301,-3.711792,1,0,0,0,0,0,0,0,0,0
1300,62,1,1,2,40.4617814,-3.6528583,1,0,1,0,1,1,1,0,1,0
980,45,1,1,3,40.4262895,-3.6756515,1,0,0,0,0,0,1,0,0,0
1450,60,1,1,3,40.4647959,-3.6364547,1,0,1,0,1,1,0,0,1,0
1000,45,1,1,1,40.4368636,-3.7128034,1,0,0,0,0,0,1,0,1,0
1390,51,1,1,6,40.4311148,-3.6728275,1,0,0,0,0,0,1,0,0,0
1000,26,1,1,2,40.4100738,-3.6957454,1,0,0,0,0,0,1,0,0,0
1300,52,1,1,2,40.4681191,-3.6673456,1,0,1,0,1,1,1,1,1,0
1175,67,1,1,4,40.5129389,-3.677324,1,0,1,0,0,0,1,0,0,0
900,48,1,1,6,40.4124257,-3.6984841,0,0,0,0,0,0,0,0,0,0
1400,70,1,1,3,40.4339612,-3.6539693,1,0,0,0,0,0,1,0,0,0
1400,55,1,1,2,40.4330463,-3.7996795,1,0,1,0,1,1,1,0,1,0
1400,56,1,1,1,40.456258,-3.6984627,1,0,0,1,1,1,1,0,0,0
1100,46,1,1,1,40.4572287,-3.6476043,1,0,0,0,0,0,1,0,0,0
1100,60,1,1,0,40.4714033,-3.6905525,0,0,0,0,0,0,0,0,0,0
1400,56,1,1,1,40.456258,-3.6984627,1,0,0,1,1,1,1,0,0,0
1200,50,1,1,2,40.4162405,-3.7113125,1,0,0,0,0,0,1,0,0,0
1200,51,1,1,1,40.4078762,-3.7001973,1,0,0,0,0,0,1,0,0,0
1400,62,1,1,4,40.4583683,-3.6835494,1,0,0,0,1,0,1,0,0,0
1150,30,1,1,0,40.4284168,-3.6998885,1,0,0,1,0,0,1,0,0,0
900,37,1,1,2,40.4207285,-3.7038454,0,0,0,0,0,0,0,0,0,0
1200,50,1,1,1,40.4266279,-3.6671805,1,0,0,0,0,0,0,0,0,0
1490,50,1,1,2,40.4098795,-3.7044787,0,0,0,0,0,0,1,0,0,0
1500,45,1,1,1,40.433852,-3.6736692,0,0,0,0,0,0,1,0,0,0
905,51,1,1,2,40.2466084,-3.7005636,1,0,0,0,0,0,0,0,0,0
1400,105,1,1,4,40.3896116,-3.6940775,1,0,1,1,1,1,0,1,1,0
1450,65,1,1,1,40.4311454,-3.7136534,0,0,0,1,0,0,1,0,0,0
1400,35,1,1,1,40.4502556,-3.7045994,0,0,0,0,0,0,0,0,0,0
1100,33,1,1,4,40.4223159,-3.7009181,0,0,0,0,0,0,0,0,0,0
1500,52,1,1,4,40.418878,-3.6763953,1,0,0,0,0,0,0,0,0,0
1000,26,1,1,2,40.4136755,-3.7028482,1,0,0,0,0,0,0,0,0,0
1350,81,1,1,12,40.4739025,-3.7233951,1,0,1,0,1,1,1,1,1,0
1450,60,1,1,2,40.4098427,-3.711896,1,0,0,0,0,0,1,0,0,0
1280,64,1,1,5,40.4748239,-3.7247858,1,0,1,0,1,1,1,1,1,0
1250,50,1,1,4,40.4221527,-3.6987876,0,0,0,0,0,0,1,0,0,0
1400,45,1,1,4,40.4369472,-3.6836716,1,0,0,0,0,0,1,0,0,0
1140,74,1,1,4,40.4434746,-3.6676246,1,0,1,0,0,0,0,0,1,0
1450,50,1,1,4,40.4255446,-3.6756826,1,0,0,0,0,0,1,0,0,0
1200,70,1,1,4,40.4636142,-3.6940134,1,0,0,0,0,0,0,0,0,0
890,40,1,1,4,40.4063522,-3.7098597,0,0,0,0,0,0,0,0,0,0
1300,44,1,1,4,40.4107612,-3.7060962,1,0,0,0,0,0,1,0,0,0
1400,38,1,1,5,40.4228646,-3.6661821,1,0,0,0,0,0,1,0,0,0
980,40,1,1,1,40.44974,-3.7052514,1,0,0,0,0,0,0,0,0,0
1290,44,1,1,4,40.4402941,-3.707915,1,0,0,0,0,0,1,0,0,0
1050,49,1,1,2,40.4080681,-3.6809716,0,0,0,0,0,0,0,0,0,0
1400,40,1,1,3,40.4234303,-3.7059371,1,0,0,0,0,0,1,0,0,0
1350,67,1,1,8,40.4722274,-3.6873302,1,0,1,0,0,0,1,0,1,0
1500,65,1,1,9,40.4156937,-3.6735506,1,0,0,1,0,0,1,0,0,0
830,49,1,1,2,40.3023785,-3.749738,1,0,1,0,1,1,0,1,1,0
1000,60,1,1,5,40.3769572,-3.6089145,1,0,0,0,1,0,0,0,0,0
1450,64,1,1,4,40.4502205,-3.6968427,1,0,0,1,0,0,1,0,0,0
1150,42,1,1,2,40.3988351,-3.6960117,0,0,0,0,0,0,0,0,0,0
855,52,1,1,2,40.3485032,-3.5282756,1,0,1,0,1,1,0,1,0,0
1500,55,1,1,4,40.4230955,-3.7032197,1,0,0,1,0,0,0,0,0,0
1400,40,1,1,3,40.4234303,-3.7059371,1,0,0,0,0,0,1,0,0,0
950,45,1,1,2,40.4142378,-3.7023498,1,0,0,0,0,0,0,0,0,0
1150,42,1,1,2,40.3988351,-3.6960117,0,0,0,0,0,0,0,0,0,0
1500,49,1,1,3,40.3961184,-3.7680828,1,0,0,0,0,0,1,0,0,0
1400,30,1,1,3,40.4162387,-3.704363,1,0,0,0,0,0,1,0,0,0
1290,44,1,1,4,40.4402941,-3.707915,1,0,0,0,0,0,1,0,0,0
1450,50,1,1,4,40.4268839,-3.6684219,1,0,0,0,1,0,1,0,0,0
1290,49,1,1,4,40.4524167,-3.6936545,1,0,0,0,0,0,0,0,0,0
825,55,1,1,1,40.4360158,-3.8167481,0,0,0,0,0,0,0,0,0,0
1290,50,1,1,3,40.4073654,-3.6502641,1,0,0,0,0,0,1,0,0,0
1100,30,1,1,3,40.3995518,-3.7031212,1,0,0,0,0,0,1,0,0,0
795,44,1,1,3,40.4717541,-3.5792722,1,0,1,0,0,0,0,1,0,0
850,39,1,1,4,40.4108669,-3.7031385,1,0,0,0,0,0,1,0,0,0
1250,64,1,1,2,40.392823,-3.7011182,1,0,0,0,0,0,1,0,0,0
900,47,1,1,3,40.3962116,-3.6638512,1,0,0,0,0,0,1,1,0,0
1000,51,1,1,2,40.4080766,-3.7084033,1,0,0,0,0,0,0,0,0,0
1150,94,1,1,4,40.444919,-3.5731965,1,0,1,1,0,0,1,0,1,0
1100,60,1,1,2,40.4153944,-3.7027684,0,0,0,0,0,0,0,0,0,0
950,35,1,1,1,40.4557363,-3.7010108,1,0,0,0,0,0,1,0,0,0
1200,70,1,1,1,40.4765935,-3.6732584,1,0,1,0,0,0,1,0,1,0
900,35,1,1,2,40.4143582,-3.6957524,1,0,0,0,0,0,0,0,0,0
890,22,1,1,4,40.4108487,-3.7007706,1,0,0,0,0,0,1,0,0,0
1450,40,1,1,1,40.4100582,-3.7204326,1,0,1,1,1,1,1,1,0,0
1290,40,1,1,2,40.4103624,-3.699289,0,0,0,0,0,0,0,0,0,0
895,21,1,1,4,40.4013192,-3.6912205,0,0,0,0,0,0,1,0,0,0
1000,52,1,1,3,40.4374977,-3.6569211,1,0,0,1,0,0,1,0,0,0
1500,78,1,1,12,40.4632366,-3.690113,1,0,0,0,0,0,0,0,0,0
1050,45,1,1,3,40.4543529,-3.7072351,1,0,0,0,0,0,1,0,0,0
1100,55,1,1,5,40.4242764,-3.7239767,1,0,0,0,0,0,0,0,0,0
1450,30,1,1,1,40.4483562,-3.7010353,1,0,0,0,0,0,1,0,0,0
1500,73,1,1,2,40.4240503,-3.7094296,1,0,0,0,0,0,1,0,0,0
1300,46,1,1,7,40.4731787,-3.7236764,1,0,1,1,1,1,1,1,1,0
1300,70,1,1,1,40.4208435,-3.7034197,0,0,0,0,0,0,0,0,0,0
1300,57,1,1,3,40.5077815,-3.6728435,1,0,1,0,1,1,1,1,1,0
1450,45,1,1,3,40.4339083,-3.7120876,0,0,0,0,0,0,1,0,0,0
1250,70,1,1,4,40.4961792,-3.6740164,1,0,1,0,1,1,0,0,1,0
1150,40,1,1,2,40.4056487,-3.7012332,1,0,0,1,0,0,1,0,0,0
940,52,1,1,1,40.465149,-3.701491,1,0,0,0,0,0,0,0,0,0
1050,43,1,1,4,40.3902764,-3.6685891,1,0,0,1,0,0,1,0,0,0
1100,42,1,1,1,40.4112255,-3.7043273,1,0,0,0,0,0,0,0,0,0
1050,43,1,1,4,40.3902764,-3.6685891,1,0,0,1,0,0,1,0,0,0
1300,46,1,1,7,40.4731787,-3.7236764,1,0,1,1,1,1,1,1,1,0
1400,65,1,1,1,40.4326098,-3.8046023,1,0,1,1,0,0,0,0,1,0
940,52,1,1,1,40.465149,-3.701491,1,0,0,0,0,0,0,0,0,0
1300,70,1,1,1,40.4208435,-3.7034197,0,0,0,0,0,0,0,0,0,0
1150,40,1,1,2,40.4056487,-3.7012332,1,0,0,1,0,0,1,0,0,0
900,30,1,1,2,40.4118664,-3.6994256,1,0,0,0,0,0,1,0,0,0
1350,53,1,1,4,40.42799,-3.6782121,1,0,0,0,0,0,1,0,0,0
1300,50,1,1,5,40.4204366,-3.7041785,0,0,0,0,0,0,1,0,0,0
1450,40,1,1,1,40.4446214,-3.7049849,1,0,0,0,0,0,1,0,0,0
1500,37,1,1,4,40.4340666,-3.6983681,1,0,0,0,0,0,0,0,0,0
950,35,1,1,2,40.4230411,-3.7008739,1,0,0,1,0,0,1,0,0,0
1050,50,1,1,1,40.4686351,-3.6915877,0,0,0,1,0,0,1,0,0,0
950,67,1,1,5,40.1942281,-3.6829832,1,0,0,1,1,1,1,1,0,0
925,43,1,1,2,40.3640028,-3.7662211,1,0,1,0,1,1,1,1,0,0
995,55,1,1,1,40.5563678,-3.624024,1,0,1,0,1,1,1,0,0,0
1060,45,1,1,3,40.3800397,-3.7881208,1,0,1,1,1,0,1,0,0,0
850,40,1,1,3,40.4299403,-3.6804735,1,0,0,0,0,0,0,0,0,0
1270,55,1,1,2,40.3799927,-3.7893072,1,0,1,1,1,1,1,0,0,0
1290,60,1,1,3,40.4353114,-3.669814,1,0,0,0,0,0,0,0,0,0
1150,40,1,1,1,40.402874,-3.7044778,1,0,0,0,0,0,0,0,0,0
1350,55,1,1,2,40.4606422,-3.7796527,1,0,1,0,1,1,1,1,1,0
1250,40,1,1,1,40.4306504,-3.7019549,0,0,0,0,0,0,0,0,0,0
1500,57,1,1,3,40.4294672,-3.6823816,1,0,0,1,0,0,0,0,0,0
1300,63,1,1,1,40.4681138,-3.6996494,1,0,0,1,0,0,0,0,0,0
1300,60,1,1,4,40.4158117,-3.7098356,1,0,0,0,0,0,1,0,0,0
1000,36,1,1,2,40.426896,-3.7089184,1,0,0,0,0,0,0,0,0,0
970,52,1,1,2,40.364229,-3.7483865,1,0,1,1,1,1,0,1,0,0
1300,66,1,1,3,40.4357588,-3.8122992,0,0,0,1,0,0,1,0,0,0
1399,40,1,1,4,40.4215183,-3.6730656,1,0,0,0,0,0,1,0,0,0
1500,60,1,1,19,40.4856114,-3.6677625,1,0,1,0,1,1,1,1,1,0
1000,40,1,1,5,40.4591117,-3.6965214,1,0,0,0,0,0,1,0,0,0
1400,60,1,1,3,40.4467845,-3.6981831,1,0,0,0,0,0,1,1,0,0
1500,48,1,1,1,40.440055,-3.674836,1,0,0,1,0,0,1,1,0,0
1270,70,1,1,4,40.5029657,-3.6740549,1,0,1,0,1,1,1,1,1,0
1290,100,1,1,4,40.4877863,-3.6660504,1,0,0,0,1,0,1,0,1,0
935,50,1,1,1,40.2440832,-3.6992201,1,0,0,0,1,1,0,0,0,0
1450,68,1,1,4,40.4195931,-3.7119605,0,0,0,0,0,0,1,0,0,0
1500,45,1,1,1,40.4564146,-3.6709452,0,0,0,1,0,0,1,0,0,0
900,42,1,1,5,40.4040541,-3.6788552,1,0,0,0,0,0,1,0,0,0
1400,57,1,1,1,40.439399,-3.712536,1,0,0,0,0,0,1,0,0,0
1500,50,1,1,4,40.4377606,-3.7003511,1,0,0,0,0,0,1,0,0,0
1450,68,1,1,4,40.4195931,-3.7119605,0,0,0,0,0,0,1,0,0,0
1150,50,1,1,4,40.4249586,-3.7102539,0,0,0,0,0,0,0,0,0,0
1500,65,1,1,5,40.4227721,-3.6960717,1,0,0,0,0,0,1,0,0,0
1050,48,1,1,4,40.4262872,-3.7038735,0,0,0,0,0,0,0,0,0,0
820,26,1,1,3,40.4047903,-3.6788884,1,0,0,0,0,0,1,0,0,0
990,35,1,1,3,40.4485108,-3.7008152,0,0,0,0,0,0,1,0,0,0
1250,60,1,1,4,40.4398542,-3.6982715,1,0,0,0,0,0,1,0,0,0
1395,70,1,1,1,40.436518,-3.672344,1,0,0,0,0,0,1,0,0,0
960,50,1,1,2,40.3664589,-3.6146564,1,0,0,0,1,1,0,1,0,0
1500,52,1,1,4,40.4181721,-3.6748023,1,0,0,0,0,0,1,0,0,0
1350,83,1,1,2,40.4224806,-3.7022124,1,0,0,0,0,0,1,0,0,0
1400,69,1,1,2,40.4235685,-3.6988223,1,0,0,0,1,0,1,0,0,0
